Date,Time,1RSS(dB),2RSS(dB),RQly(%),RSNR(dB),ANT,RFMD,TPWR(mW),TRSS(dB),TQly(%),TSNR(dB),TRSP(%),TFPS(Hz),RRSP(%),TPWR(dBm),Ptch(rad),Roll(rad),Yaw(rad),GPS,GSpd(kmh),Hdg(°),Alt(m),Sats,VSpd(m/s),RxBt(V),Curr(A),Capa(mAh),Bat%(%),FM,Rud,Ele,Thr,Ail,S1,6P,S2,EX1,EX2,EX3,EX4,LS,RS,SA,SB,SC,SD,SE,SF,SG,SH,LSW,CH1(us),CH2(us),CH3(us),CH4(us),CH5(us),CH6(us),CH7(us),CH8(us),CH9(us),CH10(us),CH11(us),CH12(us),CH13(us),CH14(us),CH15(us),CH16(us),CH17(us),CH18(us),CH19(us),CH20(us),CH21(us),CH22(us),CH23(us),CH24(us),CH25(us),CH26(us),CH27(us),CH28(us),CH29(us),CH30(us),CH31(us),CH32(us),TxBat(V)
2023-03-22,13:58:46.300,48,0,100,0,0,19,10,50,100,14,100,20,100,10,0.42,-0.30,3.05,44.332458 -71.566989,51.0,17.50,395,10,6.7,16.1,35.1,60,99,"AUTO",-2,1,-1024,5,-1024,-1024,0,0,0,0,0,1024,1024,-1,0,-1,-1,-1,-1,0,-1,0x0000000000000001,1479,1480,886,1479,2012,988,988,1705,988,988,1500,988,1500,1500,1500,988,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,7.9
2023-03-22,13:58:47.300,49,0,100,0,1,19,10,52,100,15,97,20,100,10,0.42,-0.20,2.92,44.332297 -71.566969,51.2,16.70,403,10,7.0,16.1,34.0,70,99,"AUTO",-2,1,-1024,5,-1024,-1024,0,0,0,0,0,1024,1024,-1,0,-1,-1,-1,-1,0,-1,0x0000000000000001,1479,1480,886,1479,2012,988,988,1705,988,988,1500,988,1500,1500,1500,988,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,7.9
2023-03-22,13:58:48.300,52,0,100,0,1,19,10,55,100,13,92,20,97,10,0.39,-0.08,2.90,44.332132 -71.566936,52.9,16.52,410,10,6.8,16.1,33.8,79,99,"AUTO",-2,1,-1024,5,-1024,-1024,0,0,0,0,0,1024,1024,-1,0,-1,-1,-1,-1,0,-1,0x0000000000000001,1479,1480,886,1479,2012,988,988,1705,988,988,1500,988,1500,1500,1500,988,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,7.9
2023-03-22,13:58:49.300,54,0,100,0,1,19,10,59,100,14,86,20,94,10,0.38,-0.07,2.85,44.331962 -71.566895,53.7,16.19,417,10,7.2,16.1,33.5,89,98,"AUTO",-2,1,-1024,5,-1024,-1024,0,0,0,0,0,1024,1024,-1,0,-1,-1,-1,-1,0,-1,0x0000000000000001,1479,1480,886,1479,2012,988,988,1705,988,988,1500,988,1500,1500,1500,988,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,7.9
2023-03-22,13:58:50.300,55,0,100,0,1,19,10,60,100,13,84,20,92,10,0.39,-0.01,2.86,44.331793 -71.566853,52.6,16.47,425,10,8.0,16.1,32.4,98,98,"AUTO",-2,1,-1024,5,-1024,-1024,0,0,0,0,0,1024,1024,-1,0,-1,-1,-1,-1,0,-1,0x0000000000000001,1479,1480,886,1479,2012,988,988,1705,988,988,1500,988,1500,1500,1500,988,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,7.9
2023-03-22,13:58:51.300,59,0,100,0,0,19,10,62,100,15,81,20,86,10,0.16,-0.25,2.85,44.331635 -71.566817,47.3,16.28,432,10,5.4,16.5,7.6,104,98,"AUTO",-2,1,-1024,5,-1024,-1024,0,0,0,0,0,1024,1024,-1,0,-1,-1,-1,-1,0,-1,0x0000000000000001,1479,1480,886,1479,2012,988,988,1705,988,988,1500,988,1500,1500,1500,988,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,7.9
2023-03-22,13:58:52.300,60,0,100,0,0,19,10,62,100,13,81,20,84,10,0.04,-0.31,2.75,44.331490 -71.566778,45.8,15.95,433,10,-0.6,16.6,3.8,105,98,"AUTO",-4,1,-1024,5,-1024,-1024,0,0,0,0,0,1024,1024,-1,0,-1,-1,-1,-1,0,-1,0x0000000000000001,1479,1480,886,1478,2012,988,988,1705,988,988,1500,988,1500,1500,1500,988,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,7.9
2023-03-22,13:58:53.300,59,0,100,0,1,19,10,64,100,14,78,20,86,10,0.16,-0.20,2.60,44.331342 -71.566703,49.6,14.96,433,10,1.7,16.4,16.7,108,98,"AUTO",-2,1,-1024,5,-1024,-1024,0,0,0,0,0,1024,1024,-1,0,-1,-1,-1,-1,0,-1,0x0000000000000001,1479,1480,886,1479,2012,988,988,1705,988,988,1500,988,1500,1500,1500,988,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,7.9
2023-03-22,13:58:54.300,59,0,100,0,1,19,10,65,100,13,76,20,86,10,0.25,-0.03,2.61,44.331182 -71.566598,54.5,15.06,436,10,4.2,16.1,33.2,116,98,"AUTO",-2,1,-1024,5,-1024,-1024,0,0,0,0,0,1024,1024,-1,0,-1,-1,-1,-1,0,-1,0x0000000000000001,1479,1480,886,1479,2012,988,988,1705,988,988,1500,988,1500,1500,1500,988,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,7.9
2023-03-22,13:58:55.300,60,0,100,0,1,19,10,67,100,14,73,20,84,10,0.27,-0.06,2.63,44.331011 -71.566488,56.9,15.11,440,10,4.3,16.1,31.5,125,98,"AUTO",-2,1,-1024,5,-1024,-1024,0,0,0,0,0,1024,1024,-1,0,-1,-1,-1,-1,0,-1,0x0000000000000001,1479,1480,886,1479,2012,988,988,1705,988,988,1500,988,1500,1500,1500,988,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,7.9
2023-03-22,13:58:56.300,62,0,100,0,1,19,10,68,100,13,71,20,81,10,0.27,-0.10,2.62,44.330835 -71.566369,59.4,15.01,443,10,3.5,16.1,30.5,133,98,"AUTO",-4,1,-1024,5,-1024,-1024,0,0,0,0,0,1024,1024,-1,0,-1,-1,-1,-1,0,-1,0x0000000000000001,1479,1480,886,1478,2012,988,988,1705,988,988,1500,988,1500,1500,1500,988,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,7.9
2023-03-22,13:58:57.300,61,0,100,0,1,19,10,67,100,15,73,20,83,10,0.27,-0.08,2.62,44.330656 -71.566240,60.7,15.00,447,10,3.9,16.1,31.4,141,98,"AUTO",-2,1,-1024,5,-1024,-1024,0,0,0,0,0,1024,1024,-1,0,-1,-1,-1,-1,0,-1,0x0000000000000001,1479,1480,886,1479,2012,988,988,1705,988,988,1500,988,1500,1500,1500,988,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,7.9
2023-03-22,13:58:58.300,61,0,100,0,1,19,10,70,100,13,68,20,83,10,0.24,-0.08,2.55,44.330478 -71.566108,60.6,14.60,450,10,3.5,16.2,25.3,150,98,"AUTO",-2,1,-1024,5,-1024,-1024,0,0,0,0,0,1024,1024,-1,0,-1,-1,-1,-1,0,-1,0x0000000000000001,1479,1480,886,1479,2012,988,988,1705,988,988,1500,988,1500,1500,1500,988,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,7.9
2023-03-22,13:58:59.300,62,0,100,0,1,19,10,69,100,14,70,20,81,10,0.16,-0.09,2.54,44.330309 -71.565978,57.4,14.47,453,10,2.3,16.4,14.5,155,98,"AUTO",-2,1,-1024,5,-1024,-1024,0,0,0,0,0,1024,1024,-1,0,-1,-1,-1,-1,0,-1,0x0000000000000001,1479,1480,886,1479,2012,988,988,1705,988,988,1500,988,1500,1500,1500,988,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,7.9
2023-03-22,13:59:00.300,66,0,100,0,1,19,10,71,100,14,66,20,74,10,0.09,-0.03,2.48,44.330148 -71.565852,55.5,14.13,454,10,0.5,16.5,9.4,159,98,"AUTO",-2,1,-1024,5,-1024,-1024,0,0,0,0,0,1024,1024,-1,0,-1,-1,-1,-1,0,-1,0x0000000000000001,1479,1480,886,1479,2012,988,988,1705,988,988,1500,988,1500,1500,1500,988,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,7.9
2023-03-22,13:59:01.300,64,0,100,0,1,19,10,69,100,15,70,20,78,10,0.08,0.01,2.45,44.329990 -71.565730,54.5,14.09,454,10,0.4,16.5,8.9,161,97,"AUTO",-2,1,-1024,5,-1024,-1024,0,0,0,0,0,1024,1024,-1,0,-1,-1,-1,-1,0,-1,0x0000000000000001,1479,1480,886,1479,2012,988,988,1705,988,988,1500,988,1500,1500,1500,988,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,7.9
2023-03-22,13:59:02.300,64,0,100,0,1,19,10,69,100,14,70,20,78,10,0.10,-0.06,2.48,44.329834 -71.565610,54.6,14.20,454,10,-0.2,16.4,11.8,164,97,"AUTO",-2,1,-1024,5,-1024,-1024,0,0,0,0,0,1024,1024,-1,0,-1,-1,-1,-1,0,-1,0x0000000000000001,1479,1480,886,1479,2012,988,988,1705,988,988,1500,988,1500,1500,1500,988,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,7.9
2023-03-22,13:59:03.300,66,0,100,0,1,19,10,71,100,13,66,20,74,10,0.13,-0.04,2.40,44.329674 -71.565484,55.7,13.77,454,10,1.4,16.4,17.4,168,97,"AUTO",-4,1,-1024,5,-1024,-1024,0,0,0,0,0,1024,1024,-1,0,-1,-1,-1,-1,0,-1,0x0000000000000001,1479,1480,886,1478,2012,988,988,1705,988,988,1500,988,1500,1500,1500,988,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,7.9
2023-03-22,13:59:04.300,67,0,100,0,1,19,10,71,100,13,66,20,73,10,0.16,-0.07,2.40,44.329510 -71.565349,57.4,13.75,455,11,2.6,16.3,20.2,174,97,"AUTO",-4,1,-1024,5,-1024,-1024,0,0,0,0,0,1024,1024,-1,0,-1,-1,-1,-1,0,-1,0x0000000000000001,1479,1480,886,1478,2012,988,988,1705,988,988,1500,988,1500,1500,1500,988,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,7.9
2023-03-22,13:59:05.300,68,0,100,0,1,19,10,73,100,13,63,20,71,10,0.15,-0.05,2.40,44.329345 -71.565211,57.7,13.62,457,11,1.7,16.4,16.2,179,97,"AUTO",-4,1,-1024,5,-1024,-1024,0,0,0,0,0,1024,1024,-1,0,-1,-1,-1,-1,0,-1,0x0000000000000001,1479,1480,886,1478,2012,988,988,1705,988,988,1500,988,1500,1500,1500,988,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,7.9
2023-03-22,13:59:06.300,66,0,100,0,1,19,10,71,100,13,66,20,74,10,0.11,-0.01,2.40,44.329182 -71.565072,57.0,13.73,458,11,0.7,16.4,12.1,182,97,"AUTO",-4,1,-1024,5,-1024,-1024,0,0,0,0,0,1024,1024,-1,0,-1,-1,-1,-1,0,-1,0x0000000000000001,1479,1480,886,1478,2012,988,988,1705,988,988,1500,988,1500,1500,1500,988,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,7.9
2023-03-22,13:59:07.300,66,0,100,0,1,19,10,71,100,13,66,20,71,10,0.11,-0.04,2.37,44.329022 -71.564937,56.4,13.66,459,11,1.2,16.5,10.4,185,97,"AUTO",-4,1,-1024,5,-1024,-1024,0,0,0,0,0,1024,1024,-1,0,-1,-1,-1,-1,0,-1,0x0000000000000001,1479,1480,886,1478,2012,988,988,1705,988,988,1500,988,1500,1500,1500,988,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,7.9
2023-03-22,13:59:08.300,66,0,100,0,1,19,10,72,100,13,65,20,74,10,0.10,-0.06,2.36,44.328866 -71.564804,54.7,13.56,460,11,0.6,16.5,8.9,188,97,"AUTO",-2,1,-1024,5,-1024,-1024,0,0,0,0,0,1024,1024,-1,0,-1,-1,-1,-1,0,-1,0x0000000000000001,1479,1480,886,1479,2012,988,988,1705,988,988,1500,988,1500,1500,1500,988,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,7.9
2023-03-22,13:59:09.300,68,0,100,0,1,19,10,72,100,14,65,20,71,10,0.05,-0.04,2.40,44.328715 -71.564672,53.6,13.79,460,11,-0.1,16.5,7.7,190,97,"AUTO",-1,1,-1024,5,-1024,-1024,0,0,0,0,0,1024,1024,-1,0,-1,-1,-1,-1,0,-1,0x0000000000000001,1479,1480,886,1479,2012,988,988,1705,988,988,1500,988,1500,1500,1500,988,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,7.9
2023-03-22,13:59:10.300,70,0,100,0,1,19,10,74,100,13,62,20,68,10,0.06,-0.01,2.41,44.328566 -71.564537,53.3,13.74,460,10,0.1,16.5,8.0,192,97,"AUTO",-1,1,-1024,5,-1024,-1024,0,0,0,0,0,1024,1024,-1,0,-1,-1,-1,-1,0,-1,0x0000000000000001,1479,1480,886,1479,2012,988,988,1705,988,988,1500,988,1500,1500,1500,988,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,7.9
2023-03-22,13:59:11.300,70,0,100,0,1,19,10,78,100,12,55,20,68,10,0.04,0.59,2.49,44.328415 -71.564410,53.0,14.08,460,11,-0.2,16.5,8.4,195,97,"AUTO",-2,1,-1024,5,-1024,-1024,0,0,0,0,0,1024,1024,-1,0,-1,-1,-1,-1,0,-1,0x0000000000000001,1479,1480,886,1479,2012,988,988,1705,988,988,1500,988,1500,1500,1500,988,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,7.9
2023-03-22,13:59:12.300,69,0,100,0,1,19,10,82,100,12,49,20,70,10,-0.03,0.73,2.86,44.328255 -71.564333,52.7,16.18,458,12,-2.5,16.6,2.2,196,97,"AUTO",-2,1,-1024,5,-1024,-1024,0,0,0,0,0,1024,1024,-1,0,-1,-1,-1,-1,0,-1,0x0000000000000001,1479,1480,886,1479,2012,988,988,1705,988,988,1500,988,1500,1500,1500,988,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,7.9
2023-03-22,13:59:13.300,76,0,100,0,1,19,10,76,100,13,58,20,58,10,-0.05,0.72,-2.92,44.328089 -71.564346,53.8,19.01,455,11,-2.7,16.6,4.0,196,97,"AUTO",-1,1,-1024,5,-1024,-1024,0,0,0,0,0,1024,1024,-1,0,-1,-1,-1,-1,0,-1,0x0000000000000001,1479,1480,886,1479,2012,988,988,1705,988,988,1500,988,1500,1500,1500,988,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,7.9
2023-03-22,13:59:14.300,70,0,100,0,1,19,10,78,100,13,62,20,68,10,0.06,0.66,-2.47,44.327933 -71.564460,56.7,21.61,453,11,-1.1,16.5,9.9,198,97,"AUTO",-2,1,-1024,5,-1024,-1024,0,0,0,0,0,1024,1024,-1,0,-1,-1,-1,-1,0,-1,0x0000000000000001,1479,1480,886,1479,2012,988,988,1705,988,988,1500,988,1500,1500,1500,988,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,7.9
2023-03-22,13:59:15.300,69,0,100,0,1,19,10,75,100,13,60,20,70,10,0.14,0.51,-2.11,44.327815 -71.564660,60.0,23.75,454,11,1.1,16.3,19.6,203,97,"AUTO",-2,1,-1024,5,-1024,-1024,0,0,0,0,0,1024,1024,-1,0,-1,-1,-1,-1,0,-1,0x0000000000000001,1479,1480,886,1479,2012,988,988,1705,988,988,1500,988,1500,1500,1500,988,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,7.9
2023-03-22,13:59:16.300,67,0,100,0,0,19,10,71,100,13,66,20,73,10,0.15,0.28,-1.90,44.327734 -71.564903,60.3,25.00,456,11,2.7,16.3,21.2,209,97,"AUTO",-1,1,-1024,5,-1024,-1024,0,0,0,0,0,1024,1024,-1,0,-1,-1,-1,-1,0,-1,0x0000000000000001,1479,1480,886,1479,2012,988,988,1705,988,988,1500,988,1500,1500,1500,988,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,7.9
2023-03-22,13:59:17.300,66,0,100,0,0,19,10,69,100,14,70,20,74,10,0.14,0.19,-1.76,44.327676 -71.565153,58.2,25.73,460,12,2.8,16.4,14.3,214,97,"AUTO",-2,1,-1024,5,-1024,-1024,0,0,0,0,0,1024,1024,-1,0,-1,-1,-1,-1,0,-1,0x0000000000000001,1479,1480,886,1479,2012,988,988,1705,988,988,1500,988,1500,1500,1500,988,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,7.9
2023-03-22,13:59:18.300,63,0,100,0,0,19,10,66,100,14,74,20,79,10,0.09,0.14,-1.68,44.327636 -71.565393,54.5,26.40,462,12,1.6,16.5,8.6,217,97,"AUTO",-2,1,-1024,5,-1024,-1024,0,0,0,0,0,1024,1024,-1,0,-1,-1,-1,-1,0,-1,0x0000000000000001,1479,1480,886,1479,2012,988,988,1705,988,988,1500,988,1500,1500,1500,988,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,7.9
2023-03-22,13:59:19.300,68,0,100,0,0,19,10,71,100,13,66,20,71,10,0.02,0.08,-1.62,44.327610 -71.565626,52.0,26.64,463,12,0.2,16.5,6.1,219,97,"AUTO",-2,1,-1024,5,-1024,-1024,0,0,0,0,0,1024,1024,-1,0,-1,-1,-1,-1,0,-1,0x0000000000000001,1479,1480,886,1479,2012,988,988,1705,988,988,1500,988,1500,1500,1500,988,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,7.9
2023-03-22,13:59:20.300,71,0,100,0,0,19,10,73,100,14,63,20,71,10,0.04,0.01,-1.65,44.327591 -71.565858,51.8,26.52,463,12,0.1,16.5,7.3,220,97,"AUTO",-2,1,-1024,5,-1024,-1024,0,0,0,0,0,1024,1024,-1,0,-1,-1,-1,-1,0,-1,0x0000000000000001,1479,1480,886,1479,2012,988,988,1705,988,988,1500,988,1500,1500,1500,988,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,7.9
2023-03-22,13:59:21.300,64,0,100,0,0,19,10,67,100,14,73,20,78,10,0.09,-0.06,-1.60,44.327573 -71.566093,52.3,26.72,463,12,1.5,16.5,10.9,223,97,"AUTO",-2,1,-1024,5,-1024,-1024,0,0,0,0,0,1024,1024,-1,0,-1,-1,-1,-1,0,-1,0x0000000000000001,1479,1480,886,1479,2012,988,988,1705,988,988,1500,988,1500,1500,1500,988,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,7.9
2023-03-22,13:59:22.300,69,0,100,0,0,19,10,72,100,14,65,20,70,10,0.11,0.00,-1.61,44.327553 -71.566332,52.7,26.68,464,12,1.4,16.4,11.7,226,97,"AUTO",-2,1,-1024,5,-1024,-1024,0,0,0,0,0,1024,1024,-1,0,-1,-1,-1,-1,0,-1,0x0000000000000001,1479,1480,886,1479,2012,988,988,1705,988,988,1500,988,1500,1500,1500,988,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,7.9
2023-03-22,13:59:23.300,71,0,100,0,0,19,10,73,100,13,63,20,66,10,0.13,-0.01,-1.60,44.327536 -71.566573,52.8,26.84,465,12,1.6,16.4,12.5,229,97,"AUTO",-2,1,-1024,5,-1024,-1024,0,0,0,0,0,1024,1024,0,0,-1,-1,-1,-1,0,-1,0x0000000000000001,1479,1480,886,1479,2012,988,988,1705,988,1500,1500,988,1500,1500,1500,988,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,7.9
2023-03-22,13:59:24.300,66,0,100,0,0,19,10,71,100,14,66,20,74,10,0.12,-0.06,-1.58,44.327516 -71.566812,52.4,26.88,467,12,1.5,16.4,12.4,233,97,"AUTO",-2,1,-1024,5,-1024,-1024,0,0,0,0,0,1024,1024,-1,0,-1,-1,-1,-1,0,-1,0x0000000000000001,1479,1480,886,1479,2012,988,988,1705,988,988,1500,988,1500,1500,1500,988,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,7.9
2023-03-22,13:59:25.300,67,0,100,0,0,19,10,71,100,13,66,20,73,10,0.09,-0.15,-1.62,44.327493 -71.567049,52.3,26.73,468,12,0.8,16.4,11.6,236,97,"AUTO",-2,1,-1024,5,-1024,-1024,0,0,0,0,0,1024,1024,-1,0,-1,-1,-1,-1,0,-1,0x0000000000000001,1479,1480,886,1479,2012,988,988,1705,988,988,1500,988,1500,1500,1500,988,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,7.9
