,Date,Time,1RSS(dB),2RSS(dB),RQly(%),RSNR(dB),ANT,RFMD,TPWR(mW),TRSS(dB),TQly(%),TSNR(dB),TRSP(%),TFPS(Hz),RRSP(%),TPWR(dBm),Ptch(rad),Roll(rad),Yaw(rad),GPS,GSpd(kmh),Hdg(°),Alt(m),Sats,VSpd(m/s),RxBt(V),Curr(A),Capa(mAh),Bat%(%),FM,Rud,Ele,Thr,Ail,S1,6P,S2,EX1,EX2,EX3,EX4,LS,RS,SA,SB,SC,SD,SE,SF,SG,SH,LSW,CH1(us),CH2(us),CH3(us),CH4(us),CH5(us),CH6(us),CH7(us),CH8(us),CH9(us),CH10(us),CH11(us),CH12(us),CH13(us),CH14(us),CH15(us),CH16(us),CH17(us),CH18(us),CH19(us),CH20(us),CH21(us),CH22(us),CH23(us),CH24(us),CH25(us),CH26(us),CH27(us),CH28(us),CH29(us),CH30(us),CH31(us),CH32(us),TxBat(V),GPS_LAT,GPS_LON,HOME_GPS_LAT,HOME_GPS_LON,HOME_DIST
0,2023-03-22,13:58:36.380,21,0,100,0,0,19,10,23,100,13,100,20,100,10,0.09,0.05,-0.7,44.333124 -71.566879,1.3,31.95,379,9,0.0,16.8,0.5,12,99,FBWA,-23,0,-141,5,-1024,-1024,0,0,0,0,0,1024,1024,-1,0,-1,-1,-1,-1,-1,-1,0x0000000000000001,1479,1480,1416,1467,2012,988,988,1091,988,988,1500,988,1500,1500,1500,988,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,7.9,44.333124,-71.566879,44.333124,-71.566879,0.0
1,2023-03-22,13:58:37.300,19,0,100,0,0,19,10,22,100,15,100,20,100,10,0.02,0.05,-0.71,44.333123 -71.566880,0.3,31.91,378,9,0.0,16.8,1.8,12,99,FBWA,-4,1,-1024,5,-1024,-1024,0,0,0,0,0,1024,1024,-1,0,-1,-1,-1,-1,-1,-1,0x0000000000000001,1479,1480,886,1478,2012,988,988,1091,988,988,1500,988,1500,1500,1500,988,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,7.9,44.333123,-71.56688,44.333124,-71.566879,0.13671271024297235
2,2023-03-22,13:58:38.300,19,0,100,0,0,19,10,21,100,13,100,20,100,10,0.04,0.04,-0.73,44.333120 -71.566883,0.8,31.79,378,10,0.2,16.8,0.5,12,99,FBWA,-4,1,-1024,5,-1024,-1024,0,0,0,0,0,1024,1024,-1,0,-1,-1,-1,-1,-1,-1,0x0000000000000001,1479,1480,886,1478,2012,988,988,1091,988,988,1500,988,1500,1500,1500,988,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,7.9,44.33312,-71.566883,44.333124,-71.566879,0.5468508456926483
3,2023-03-22,13:58:39.300,20,0,100,0,0,19,10,23,100,13,100,20,100,10,0.04,0.02,-0.65,44.333120 -71.566884,0.4,32.24,378,10,0.0,16.8,0.5,13,99,FBWA,-2,1,-1024,5,-1024,-1024,0,0,0,0,0,1024,1024,-1,0,-1,-1,-1,-1,0,-1,0x0000000000000001,1479,1480,886,1479,2012,988,988,1705,988,988,1500,988,1500,1500,1500,988,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,7.9,44.33312,-71.566884,44.333124,-71.566879,0.5966408732197415
4,2023-03-22,13:58:40.300,20,0,100,0,0,19,10,20,100,14,100,20,100,10,0.05,0.04,-0.65,44.333118 -71.566883,0.2,32.26,379,9,0.2,16.8,0.5,13,99,AUTO,-4,1,-1024,5,-1024,-1024,0,0,0,0,0,1024,1024,-1,0,-1,-1,-1,-1,0,-1,0x0000000000000001,1479,1480,886,1478,2012,988,988,1705,988,988,1500,988,1500,1500,1500,988,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,7.9,44.333118,-71.566883,44.333124,-71.566879,0.7391428043242358
5,2023-03-22,13:58:41.300,44,0,100,0,1,19,10,32,100,13,100,20,100,10,0.06,0.03,-0.46,44.333117 -71.566883,0.4,-32.19,378,9,0.1,16.8,0.5,13,99,AUTO,-4,1,-1024,5,-1024,-1024,0,0,0,0,0,1024,1024,-1,0,-1,-1,-1,-1,0,-1,0x0000000000000001,1479,1480,886,1478,2012,988,988,1705,988,988,1500,988,1500,1500,1500,988,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,7.9,44.333117,-71.566883,44.333124,-71.566879,0.8408734379800276
6,2023-03-22,13:58:42.300,45,0,100,0,1,19,10,39,100,15,100,20,100,10,0.15,0.13,-3.1,44.333064 -71.566879,32.2,18.2,378,10,-1.7,16.2,41.0,19,99,AUTO,-4,1,-1024,5,-1024,-1024,0,0,0,0,0,1024,1024,-1,0,-1,-1,-1,-1,0,-1,0x0000000000000001,1479,1480,886,1478,2012,988,988,1705,988,988,1500,988,1500,1500,1500,988,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,7.9,44.333064,-71.566879,44.333124,-71.566879,6.671695598175154
7,2023-03-22,13:58:43.300,37,0,100,0,1,19,10,42,100,13,100,20,100,10,0.29,0.0,-2.99,44.332940 -71.566900,39.8,18.86,378,10,1.7,16.1,39.7,30,99,AUTO,-2,1,-1024,5,-1024,-1024,0,0,0,0,0,1024,1024,-1,0,-1,-1,-1,-1,0,-1,0x0000000000000001,1479,1480,886,1479,2012,988,988,1705,988,988,1500,988,1500,1500,1500,988,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,7.9,44.33294,-71.5669,44.333124,-71.566879,20.527930620503934
8,2023-03-22,13:58:44.300,42,0,100,0,0,19,10,46,100,15,100,20,100,10,0.34,-0.01,-2.98,44.332787 -71.566940,48.6,18.56,380,10,1.5,16.1,37.3,40,99,AUTO,-4,1,-1024,5,-1024,-1024,0,0,0,0,0,1024,1024,-1,0,-1,-1,-1,-1,0,-1,0x0000000000000001,1479,1480,886,1478,2012,988,988,1705,988,988,1500,988,1500,1500,1500,988,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,7.9,44.332787,-71.56694,44.333124,-71.566879,37.78547202822251
9,2023-03-22,13:58:45.300,44,0,100,0,0,19,10,47,100,14,100,20,100,10,0.42,-0.23,-3.12,44.332623 -71.566977,49.3,18.09,387,10,5.6,16.1,36.0,51,99,AUTO,-4,1,-1024,5,-1024,-1024,0,0,0,0,0,1024,1024,-1,0,-1,-1,-1,-1,0,-1,0x0000000000000001,1479,1480,886,1478,2012,988,988,1705,988,988,1500,988,1500,1500,1500,988,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,7.9,44.332623,-71.566977,44.333124,-71.566879,56.2513158874303
10,2023-03-22,13:58:46.300,48,0,100,0,0,19,10,50,100,14,100,20,100,10,0.42,-0.3,3.05,44.332458 -71.566989,51.0,17.5,395,10,6.7,16.1,35.1,60,99,AUTO,-2,1,-1024,5,-1024,-1024,0,0,0,0,0,1024,1024,-1,0,-1,-1,-1,-1,0,-1,0x0000000000000001,1479,1480,886,1479,2012,988,988,1705,988,988,1500,988,1500,1500,1500,988,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,7.9,44.332458,-71.566989,44.333124,-71.566879,74.57084390022527
11,2023-03-22,13:58:47.300,49,0,100,0,1,19,10,52,100,15,97,20,100,10,0.42,-0.2,2.92,44.332297 -71.566969,51.2,16.7,403,10,7.0,16.1,34.0,70,99,AUTO,-2,1,-1024,5,-1024,-1024,0,0,0,0,0,1024,1024,-1,0,-1,-1,-1,-1,0,-1,0x0000000000000001,1479,1480,886,1479,2012,988,988,1705,988,988,1500,988,1500,1500,1500,988,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,7.9,44.332297,-71.566969,44.333124,-71.566879,92.2363979083486
12,2023-03-22,13:58:48.300,52,0,100,0,1,19,10,55,100,13,92,20,97,10,0.39,-0.08,2.9,44.332132 -71.566936,52.9,16.52,410,10,6.8,16.1,33.8,79,99,AUTO,-2,1,-1024,5,-1024,-1024,0,0,0,0,0,1024,1024,-1,0,-1,-1,-1,-1,0,-1,0x0000000000000001,1479,1480,886,1479,2012,988,988,1705,988,988,1500,988,1500,1500,1500,988,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,7.9,44.332132,-71.566936,44.333124,-71.566879,110.39849516535634
13,2023-03-22,13:58:49.300,54,0,100,0,1,19,10,59,100,14,86,20,94,10,0.38,-0.07,2.85,44.331962 -71.566895,53.7,16.19,417,10,7.2,16.1,33.5,89,98,AUTO,-2,1,-1024,5,-1024,-1024,0,0,0,0,0,1024,1024,-1,0,-1,-1,-1,-1,0,-1,0x0000000000000001,1479,1480,886,1479,2012,988,988,1705,988,988,1500,988,1500,1500,1500,988,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,7.9,44.331962,-71.566895,44.333124,-71.566879,129.2147716175603
14,2023-03-22,13:58:50.300,55,0,100,0,1,19,10,60,100,13,84,20,92,10,0.39,-0.01,2.86,44.331793 -71.566853,52.6,16.47,425,10,8.0,16.1,32.4,98,98,AUTO,-2,1,-1024,5,-1024,-1024,0,0,0,0,0,1024,1024,-1,0,-1,-1,-1,-1,0,-1,0x0000000000000001,1479,1480,886,1479,2012,988,988,1705,988,988,1500,988,1500,1500,1500,988,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,7.9,44.331793,-71.566853,44.333124,-71.566879,148.01489428056365
15,2023-03-22,13:58:51.300,59,0,100,0,0,19,10,62,100,15,81,20,86,10,0.16,-0.25,2.85,44.331635 -71.566817,47.3,16.28,432,10,5.4,16.5,7.6,104,98,AUTO,-2,1,-1024,5,-1024,-1024,0,0,0,0,0,1024,1024,-1,0,-1,-1,-1,-1,0,-1,0x0000000000000001,1479,1480,886,1479,2012,988,988,1705,988,988,1500,988,1500,1500,1500,988,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,7.9,44.331635,-71.566817,44.333124,-71.566879,165.64266694424927
16,2023-03-22,13:58:52.300,60,0,100,0,0,19,10,62,100,13,81,20,84,10,0.04,-0.31,2.75,44.331490 -71.566778,45.8,15.95,433,10,-0.6,16.6,3.8,105,98,AUTO,-4,1,-1024,5,-1024,-1024,0,0,0,0,0,1024,1024,-1,0,-1,-1,-1,-1,0,-1,0x0000000000000001,1479,1480,886,1478,2012,988,988,1705,988,988,1500,988,1500,1500,1500,988,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,7.9,44.33149,-71.566778,44.333124,-71.566879,181.87001431701037
17,2023-03-22,13:58:53.300,59,0,100,0,1,19,10,64,100,14,78,20,86,10,0.16,-0.2,2.6,44.331342 -71.566703,49.6,14.96,433,10,1.7,16.4,16.7,108,98,AUTO,-2,1,-1024,5,-1024,-1024,0,0,0,0,0,1024,1024,-1,0,-1,-1,-1,-1,0,-1,0x0000000000000001,1479,1480,886,1479,2012,988,988,1705,988,988,1500,988,1500,1500,1500,988,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,7.9,44.331342,-71.566703,44.333124,-71.566879,198.64322380965615
18,2023-03-22,13:58:54.300,59,0,100,0,1,19,10,65,100,13,76,20,86,10,0.25,-0.03,2.61,44.331182 -71.566598,54.5,15.06,436,10,4.2,16.1,33.2,116,98,AUTO,-2,1,-1024,5,-1024,-1024,0,0,0,0,0,1024,1024,-1,0,-1,-1,-1,-1,0,-1,0x0000000000000001,1479,1480,886,1479,2012,988,988,1705,988,988,1500,988,1500,1500,1500,988,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,7.9,44.331182,-71.566598,44.333124,-71.566879,217.09409966922593
19,2023-03-22,13:58:55.300,60,0,100,0,1,19,10,67,100,14,73,20,84,10,0.27,-0.06,2.63,44.331011 -71.566488,56.9,15.11,440,10,4.3,16.1,31.5,125,98,AUTO,-2,1,-1024,5,-1024,-1024,0,0,0,0,0,1024,1024,-1,0,-1,-1,-1,-1,0,-1,0x0000000000000001,1479,1480,886,1479,2012,988,988,1705,988,988,1500,988,1500,1500,1500,988,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,7.9,44.331011,-71.566488,44.333124,-71.566879,237.00414308736026
20,2023-03-22,13:58:56.300,62,0,100,0,1,19,10,68,100,13,71,20,81,10,0.27,-0.1,2.62,44.330835 -71.566369,59.4,15.01,443,10,3.5,16.1,30.5,133,98,AUTO,-4,1,-1024,5,-1024,-1024,0,0,0,0,0,1024,1024,-1,0,-1,-1,-1,-1,0,-1,0x0000000000000001,1479,1480,886,1478,2012,988,988,1705,988,988,1500,988,1500,1500,1500,988,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,7.9,44.330835,-71.566369,44.333124,-71.566879,257.7373499429231
21,2023-03-22,13:58:57.300,61,0,100,0,1,19,10,67,100,15,73,20,83,10,0.27,-0.08,2.62,44.330656 -71.566240,60.7,15.0,447,10,3.9,16.1,31.4,141,98,AUTO,-2,1,-1024,5,-1024,-1024,0,0,0,0,0,1024,1024,-1,0,-1,-1,-1,-1,0,-1,0x0000000000000001,1479,1480,886,1479,2012,988,988,1705,988,988,1500,988,1500,1500,1500,988,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,7.9,44.330656,-71.56624,44.333124,-71.566879,279.09584107168905
22,2023-03-22,13:58:58.300,61,0,100,0,1,19,10,70,100,13,68,20,83,10,0.24,-0.08,2.55,44.330478 -71.566108,60.6,14.6,450,10,3.5,16.2,25.3,150,98,AUTO,-2,1,-1024,5,-1024,-1024,0,0,0,0,0,1024,1024,-1,0,-1,-1,-1,-1,0,-1,0x0000000000000001,1479,1480,886,1479,2012,988,988,1705,988,988,1500,988,1500,1500,1500,988,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,7.9,44.330478,-71.566108,44.333124,-71.566879,300.5446531680508
23,2023-03-22,13:58:59.300,62,0,100,0,1,19,10,69,100,14,70,20,81,10,0.16,-0.09,2.54,44.330309 -71.565978,57.4,14.47,453,10,2.3,16.4,14.5,155,98,AUTO,-2,1,-1024,5,-1024,-1024,0,0,0,0,0,1024,1024,-1,0,-1,-1,-1,-1,0,-1,0x0000000000000001,1479,1480,886,1479,2012,988,988,1705,988,988,1500,988,1500,1500,1500,988,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,7.9,44.330309,-71.565978,44.333124,-71.566879,321.1126451805212
24,2023-03-22,13:59:00.300,66,0,100,0,1,19,10,71,100,14,66,20,74,10,0.09,-0.03,2.48,44.330148 -71.565852,55.5,14.13,454,10,0.5,16.5,9.4,159,98,AUTO,-2,1,-1024,5,-1024,-1024,0,0,0,0,0,1024,1024,-1,0,-1,-1,-1,-1,0,-1,0x0000000000000001,1479,1480,886,1479,2012,988,988,1705,988,988,1500,988,1500,1500,1500,988,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,7.9,44.330148,-71.565852,44.333124,-71.566879,340.8490528784509
25,2023-03-22,13:59:01.300,64,0,100,0,1,19,10,69,100,15,70,20,78,10,0.08,0.01,2.45,44.329990 -71.565730,54.5,14.09,454,10,0.4,16.5,8.9,161,97,AUTO,-2,1,-1024,5,-1024,-1024,0,0,0,0,0,1024,1024,-1,0,-1,-1,-1,-1,0,-1,0x0000000000000001,1479,1480,886,1479,2012,988,988,1705,988,988,1500,988,1500,1500,1500,988,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,7.9,44.32999,-71.56573,44.333124,-71.566879,360.2691130791852
26,2023-03-22,13:59:02.300,64,0,100,0,1,19,10,69,100,14,70,20,78,10,0.1,-0.06,2.48,44.329834 -71.565610,54.6,14.2,454,10,-0.2,16.4,11.8,164,97,AUTO,-2,1,-1024,5,-1024,-1024,0,0,0,0,0,1024,1024,-1,0,-1,-1,-1,-1,0,-1,0x0000000000000001,1479,1480,886,1479,2012,988,988,1705,988,988,1500,988,1500,1500,1500,988,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,7.9,44.329834,-71.56561,44.333124,-71.566879,379.500128402634
27,2023-03-22,13:59:03.300,66,0,100,0,1,19,10,71,100,13,66,20,74,10,0.13,-0.04,2.4,44.329674 -71.565484,55.7,13.77,454,10,1.4,16.4,17.4,168,97,AUTO,-4,1,-1024,5,-1024,-1024,0,0,0,0,0,1024,1024,-1,0,-1,-1,-1,-1,0,-1,0x0000000000000001,1479,1480,886,1478,2012,988,988,1705,988,988,1500,988,1500,1500,1500,988,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,7.9,44.329674,-71.565484,44.333124,-71.566879,399.3464689723579
28,2023-03-22,13:59:04.300,67,0,100,0,1,19,10,71,100,13,66,20,73,10,0.16,-0.07,2.4,44.329510 -71.565349,57.4,13.75,455,11,2.6,16.3,20.2,174,97,AUTO,-4,1,-1024,5,-1024,-1024,0,0,0,0,0,1024,1024,-1,0,-1,-1,-1,-1,0,-1,0x0000000000000001,1479,1480,886,1478,2012,988,988,1705,988,988,1500,988,1500,1500,1500,988,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,7.9,44.32951,-71.565349,44.333124,-71.566879,419.8806933055742
29,2023-03-22,13:59:05.300,68,0,100,0,1,19,10,73,100,13,63,20,71,10,0.15,-0.05,2.4,44.329345 -71.565211,57.7,13.62,457,11,1.7,16.4,16.2,179,97,AUTO,-4,1,-1024,5,-1024,-1024,0,0,0,0,0,1024,1024,-1,0,-1,-1,-1,-1,0,-1,0x0000000000000001,1479,1480,886,1478,2012,988,988,1705,988,988,1500,988,1500,1500,1500,988,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,7.9,44.329345,-71.565211,44.333124,-71.566879,440.65224514386125
30,2023-03-22,13:59:06.300,66,0,100,0,1,19,10,71,100,13,66,20,74,10,0.11,-0.01,2.4,44.329182 -71.565072,57.0,13.73,458,11,0.7,16.4,12.1,182,97,AUTO,-4,1,-1024,5,-1024,-1024,0,0,0,0,0,1024,1024,-1,0,-1,-1,-1,-1,0,-1,0x0000000000000001,1479,1480,886,1478,2012,988,988,1705,988,988,1500,988,1500,1500,1500,988,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,7.9,44.329182,-71.565072,44.333124,-71.566879,461.29282243901713
31,2023-03-22,13:59:07.300,66,0,100,0,1,19,10,71,100,13,66,20,71,10,0.11,-0.04,2.37,44.329022 -71.564937,56.4,13.66,459,11,1.2,16.5,10.4,185,97,AUTO,-4,1,-1024,5,-1024,-1024,0,0,0,0,0,1024,1024,-1,0,-1,-1,-1,-1,0,-1,0x0000000000000001,1479,1480,886,1478,2012,988,988,1705,988,988,1500,988,1500,1500,1500,988,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,7.9,44.329022,-71.564937,44.333124,-71.566879,481.5666335564996
32,2023-03-22,13:59:08.300,66,0,100,0,1,19,10,72,100,13,65,20,74,10,0.1,-0.06,2.36,44.328866 -71.564804,54.7,13.56,460,11,0.6,16.5,8.9,188,97,AUTO,-2,1,-1024,5,-1024,-1024,0,0,0,0,0,1024,1024,-1,0,-1,-1,-1,-1,0,-1,0x0000000000000001,1479,1480,886,1479,2012,988,988,1705,988,988,1500,988,1500,1500,1500,988,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,7.9,44.328866,-71.564804,44.333124,-71.566879,501.40954891311196
33,2023-03-22,13:59:09.300,68,0,100,0,1,19,10,72,100,14,65,20,71,10,0.05,-0.04,2.4,44.328715 -71.564672,53.6,13.79,460,11,-0.1,16.5,7.7,190,97,AUTO,-1,1,-1024,5,-1024,-1024,0,0,0,0,0,1024,1024,-1,0,-1,-1,-1,-1,0,-1,0x0000000000000001,1479,1480,886,1479,2012,988,988,1705,988,988,1500,988,1500,1500,1500,988,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,7.9,44.328715,-71.564672,44.333124,-71.566879,520.7387989950126
34,2023-03-22,13:59:10.300,70,0,100,0,1,19,10,74,100,13,62,20,68,10,0.06,-0.01,2.41,44.328566 -71.564537,53.3,13.74,460,10,0.1,16.5,8.0,192,97,AUTO,-1,1,-1024,5,-1024,-1024,0,0,0,0,0,1024,1024,-1,0,-1,-1,-1,-1,0,-1,0x0000000000000001,1479,1480,886,1479,2012,988,988,1705,988,988,1500,988,1500,1500,1500,988,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,7.9,44.328566,-71.564537,44.333124,-71.566879,539.9758771667695
35,2023-03-22,13:59:11.300,70,0,100,0,1,19,10,78,100,12,55,20,68,10,0.04,0.59,2.49,44.328415 -71.564410,53.0,14.08,460,11,-0.2,16.5,8.4,195,97,AUTO,-2,1,-1024,5,-1024,-1024,0,0,0,0,0,1024,1024,-1,0,-1,-1,-1,-1,0,-1,0x0000000000000001,1479,1480,886,1479,2012,988,988,1705,988,988,1500,988,1500,1500,1500,988,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,7.9,44.328415,-71.56441,44.333124,-71.566879,559.2326338733676
36,2023-03-22,13:59:12.300,69,0,100,0,1,19,10,82,100,12,49,20,70,10,-0.03,0.73,2.86,44.328255 -71.564333,52.7,16.18,458,12,-2.5,16.6,2.2,196,97,AUTO,-2,1,-1024,5,-1024,-1024,0,0,0,0,0,1024,1024,-1,0,-1,-1,-1,-1,0,-1,0x0000000000000001,1479,1480,886,1479,2012,988,988,1705,988,988,1500,988,1500,1500,1500,988,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,7.9,44.328255,-71.564333,44.333124,-71.566879,578.0418188498876
37,2023-03-22,13:59:13.300,76,0,100,0,1,19,10,76,100,13,58,20,58,10,-0.05,0.72,-2.92,44.328089 -71.564346,53.8,19.01,455,11,-2.7,16.6,4.0,196,97,AUTO,-1,1,-1024,5,-1024,-1024,0,0,0,0,0,1024,1024,-1,0,-1,-1,-1,-1,0,-1,0x0000000000000001,1479,1480,886,1479,2012,988,988,1705,988,988,1500,988,1500,1500,1500,988,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,7.9,44.328089,-71.564346,44.333124,-71.566879,595.0146670383357
38,2023-03-22,13:59:14.300,70,0,100,0,1,19,10,78,100,13,62,20,68,10,0.06,0.66,-2.47,44.327933 -71.564460,56.7,21.61,453,11,-1.1,16.5,9.9,198,97,AUTO,-2,1,-1024,5,-1024,-1024,0,0,0,0,0,1024,1024,-1,0,-1,-1,-1,-1,0,-1,0x0000000000000001,1479,1480,886,1479,2012,988,988,1705,988,988,1500,988,1500,1500,1500,988,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,7.9,44.327933,-71.56446,44.333124,-71.566879,608.4367297106681
39,2023-03-22,13:59:15.300,69,0,100,0,1,19,10,75,100,13,60,20,70,10,0.14,0.51,-2.11,44.327815 -71.564660,60.0,23.75,454,11,1.1,16.3,19.6,203,97,AUTO,-2,1,-1024,5,-1024,-1024,0,0,0,0,0,1024,1024,-1,0,-1,-1,-1,-1,0,-1,0x0000000000000001,1479,1480,886,1479,2012,988,988,1705,988,988,1500,988,1500,1500,1500,988,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,7.9,44.327815,-71.56466,44.333124,-71.566879,616.1543089825544
40,2023-03-22,13:59:16.300,67,0,100,0,0,19,10,71,100,13,66,20,73,10,0.15,0.28,-1.9,44.327734 -71.564903,60.3,25.0,456,11,2.7,16.3,21.2,209,97,AUTO,-1,1,-1024,5,-1024,-1024,0,0,0,0,0,1024,1024,-1,0,-1,-1,-1,-1,0,-1,0x0000000000000001,1479,1480,886,1479,2012,988,988,1705,988,988,1500,988,1500,1500,1500,988,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,7.9,44.327734,-71.564903,44.333124,-71.566879,619.6063640768289
41,2023-03-22,13:59:17.300,66,0,100,0,0,19,10,69,100,14,70,20,74,10,0.14,0.19,-1.76,44.327676 -71.565153,58.2,25.73,460,12,2.8,16.4,14.3,214,97,AUTO,-2,1,-1024,5,-1024,-1024,0,0,0,0,0,1024,1024,-1,0,-1,-1,-1,-1,0,-1,0x0000000000000001,1479,1480,886,1479,2012,988,988,1705,988,988,1500,988,1500,1500,1500,988,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,7.9,44.327676,-71.565153,44.333124,-71.566879,621.1513667356438
42,2023-03-22,13:59:18.300,63,0,100,0,0,19,10,66,100,14,74,20,79,10,0.09,0.14,-1.68,44.327636 -71.565393,54.5,26.4,462,12,1.6,16.5,8.6,217,97,AUTO,-2,1,-1024,5,-1024,-1024,0,0,0,0,0,1024,1024,-1,0,-1,-1,-1,-1,0,-1,0x0000000000000001,1479,1480,886,1479,2012,988,988,1705,988,988,1500,988,1500,1500,1500,988,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,7.9,44.327636,-71.565393,44.333124,-71.566879,621.5791127729243
43,2023-03-22,13:59:19.300,68,0,100,0,0,19,10,71,100,13,66,20,71,10,0.02,0.08,-1.62,44.327610 -71.565626,52.0,26.64,463,12,0.2,16.5,6.1,219,97,AUTO,-2,1,-1024,5,-1024,-1024,0,0,0,0,0,1024,1024,-1,0,-1,-1,-1,-1,0,-1,0x0000000000000001,1479,1480,886,1479,2012,988,988,1705,988,988,1500,988,1500,1500,1500,988,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,7.9,44.32761,-71.565626,44.333124,-71.566879,621.1761836608094
44,2023-03-22,13:59:20.300,71,0,100,0,0,19,10,73,100,14,63,20,71,10,0.04,0.01,-1.65,44.327591 -71.565858,51.8,26.52,463,12,0.1,16.5,7.3,220,97,AUTO,-2,1,-1024,5,-1024,-1024,0,0,0,0,0,1024,1024,-1,0,-1,-1,-1,-1,0,-1,0x0000000000000001,1479,1480,886,1479,2012,988,988,1705,988,988,1500,988,1500,1500,1500,988,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,7.9,44.327591,-71.565858,44.333124,-71.566879,620.5781970657782
45,2023-03-22,13:59:21.300,64,0,100,0,0,19,10,67,100,14,73,20,78,10,0.09,-0.06,-1.6,44.327573 -71.566093,52.3,26.72,463,12,1.5,16.5,10.9,223,97,AUTO,-2,1,-1024,5,-1024,-1024,0,0,0,0,0,1024,1024,-1,0,-1,-1,-1,-1,0,-1,0x0000000000000001,1479,1480,886,1479,2012,988,988,1705,988,988,1500,988,1500,1500,1500,988,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,7.9,44.327573,-71.566093,44.333124,-71.566879,620.4011186934192
